BHK,Rent,Size,Area Type,City,Furnishing Status,Bathroom,Size_per_BHK,Bathroom_per_BHK,Total_rooms
2,35000,1300,Super Area,Bangalore,Semi-Furnished,2,650.0,1.0,4
1,10000,400,Carpet Area,Bangalore,Semi-Furnished,1,400.0,1.0,2
2,12000,800,Super Area,Bangalore,Unfurnished,2,400.0,1.0,4
1,8000,400,Super Area,Bangalore,Semi-Furnished,1,400.0,1.0,2
2,15000,1100,Carpet Area,Bangalore,Semi-Furnished,2,550.0,1.0,4
2,25000,1200,Carpet Area,Bangalore,Semi-Furnished,2,600.0,1.0,4
2,9000,600,Super Area,Bangalore,Semi-Furnished,2,300.0,1.0,4
2,30000,1700,Super Area,Bangalore,Semi-Furnished,2,850.0,1.0,4
2,22000,846,Carpet Area,Bangalore,Semi-Furnished,2,423.0,1.0,4
2,14000,1100,Super Area,Bangalore,Unfurnished,2,550.0,1.0,4
2,10000,110,Carpet Area,Bangalore,Unfurnished,2,55.0,1.0,4
3,25000,900,Super Area,Bangalore,Semi-Furnished,3,300.0,1.0,6
1,25000,420,Carpet Area,Bangalore,Semi-Furnished,1,420.0,1.0,2
2,16000,800,Super Area,Bangalore,Semi-Furnished,2,400.0,1.0,4
3,60000,1500,Carpet Area,Bangalore,Semi-Furnished,3,500.0,1.0,6
3,21000,1600,Super Area,Bangalore,Semi-Furnished,3,533.3333333333334,1.0,6
1,19000,625,Carpet Area,Bangalore,Unfurnished,1,625.0,1.0,2
2,18000,1200,Super Area,Bangalore,Semi-Furnished,2,600.0,1.0,4
1,4300,300,Super Area,Bangalore,Unfurnished,1,300.0,1.0,2
1,7000,450,Super Area,Bangalore,Semi-Furnished,1,450.0,1.0,2
2,15000,1050,Carpet Area,Bangalore,Semi-Furnished,2,525.0,1.0,4
1,4800,580,Super Area,Bangalore,Semi-Furnished,1,580.0,1.0,2
2,15000,600,Carpet Area,Bangalore,Unfurnished,2,300.0,1.0,4
1,18000,550,Carpet Area,Bangalore,Semi-Furnished,1,550.0,1.0,2
2,22500,1115,Super Area,Bangalore,Semi-Furnished,2,557.5,1.0,4
1,9500,300,Carpet Area,Bangalore,Semi-Furnished,1,300.0,1.0,2
2,12000,1200,Carpet Area,Bangalore,Semi-Furnished,2,600.0,1.0,4
3,25000,1400,Super Area,Bangalore,Semi-Furnished,3,466.6666666666667,1.0,6
1,9000,400,Super Area,Bangalore,Semi-Furnished,1,400.0,1.0,2
1,12500,500,Super Area,Bangalore,Semi-Furnished,1,500.0,1.0,2
3,30000,1700,Carpet Area,Bangalore,Semi-Furnished,3,566.6666666666666,1.0,6
2,25000,980,Super Area,Bangalore,Furnished,2,490.0,1.0,4
2,13000,600,Super Area,Bangalore,Semi-Furnished,2,300.0,1.0,4
2,8000,200,Carpet Area,Bangalore,Furnished,2,100.0,1.0,4
1,8000,750,Super Area,Bangalore,Unfurnished,1,750.0,1.0,2
2,10000,850,Super Area,Bangalore,Unfurnished,2,425.0,1.0,4
1,11500,600,Super Area,Bangalore,Semi-Furnished,1,600.0,1.0,2
1,4000,250,Super Area,Bangalore,Unfurnished,1,250.0,1.0,2
2,14000,1200,Super Area,Bangalore,Unfurnished,2,600.0,1.0,4
2,24000,630,Carpet Area,Bangalore,Semi-Furnished,2,315.0,1.0,4
3,62000,1680,Carpet Area,Bangalore,Semi-Furnished,3,560.0,1.0,6
2,18000,1000,Super Area,Bangalore,Semi-Furnished,2,500.0,1.0,4
2,17500,900,Super Area,Bangalore,Semi-Furnished,2,450.0,1.0,4
1,6500,500,Super Area,Bangalore,Semi-Furnished,1,500.0,1.0,2
1,16000,550,Carpet Area,Bangalore,Semi-Furnished,1,550.0,1.0,2
3,30000,1250,Carpet Area,Bangalore,Semi-Furnished,3,416.6666666666667,1.0,6
2,28000,850,Carpet Area,Bangalore,Semi-Furnished,2,425.0,1.0,4
1,6500,150,Super Area,Bangalore,Semi-Furnished,1,150.0,1.0,2
1,9000,445,Carpet Area,Bangalore,Semi-Furnished,1,445.0,1.0,2
2,8500,500,Carpet Area,Bangalore,Semi-Furnished,2,250.0,1.0,4
2,20000,750,Carpet Area,Bangalore,Semi-Furnished,2,375.0,1.0,4
1,8000,500,Super Area,Bangalore,Semi-Furnished,1,500.0,1.0,2
1,8500,730,Super Area,Bangalore,Semi-Furnished,1,730.0,1.0,2
2,12500,750,Super Area,Bangalore,Semi-Furnished,2,375.0,1.0,4
1,8000,600,Super Area,Bangalore,Semi-Furnished,1,600.0,1.0,2
2,18000,1190,Carpet Area,Bangalore,Semi-Furnished,2,595.0,1.0,4
1,15000,435,Carpet Area,Bangalore,Semi-Furnished,1,435.0,1.0,2
2,12000,750,Super Area,Bangalore,Unfurnished,2,375.0,1.0,4
1,6500,450,Super Area,Bangalore,Unfurnished,1,450.0,1.0,2
3,13500,1100,Super Area,Bangalore,Unfurnished,3,366.6666666666667,1.0,6
1,10000,700,Super Area,Bangalore,Unfurnished,1,700.0,1.0,2
2,8500,650,Carpet Area,Bangalore,Furnished,2,325.0,1.0,4
3,32000,1768,Super Area,Bangalore,Semi-Furnished,3,589.3333333333334,1.0,6
3,42000,1600,Carpet Area,Bangalore,Semi-Furnished,3,533.3333333333334,1.0,6
1,7500,400,Super Area,Bangalore,Semi-Furnished,1,400.0,1.0,2
2,16000,1200,Super Area,Bangalore,Semi-Furnished,2,600.0,1.0,4
1,5000,500,Super Area,Bangalore,Semi-Furnished,1,500.0,1.0,2
2,14000,700,Super Area,Bangalore,Unfurnished,2,350.0,1.0,4
1,8500,500,Super Area,Bangalore,Semi-Furnished,1,500.0,1.0,2
1,10000,500,Carpet Area,Bangalore,Semi-Furnished,1,500.0,1.0,2
1,8500,500,Super Area,Bangalore,Semi-Furnished,1,500.0,1.0,2
2,15000,1280,Carpet Area,Bangalore,Unfurnished,2,640.0,1.0,4
2,25000,750,Carpet Area,Bangalore,Unfurnished,2,375.0,1.0,4
2,14000,900,Super Area,Bangalore,Semi-Furnished,2,450.0,1.0,4
1,10000,800,Super Area,Bangalore,Unfurnished,1,800.0,1.0,2
2,13000,1000,Super Area,Bangalore,Semi-Furnished,2,500.0,1.0,4
2,13000,850,Carpet Area,Bangalore,Semi-Furnished,2,425.0,1.0,4
2,24000,900,Carpet Area,Bangalore,Semi-Furnished,2,450.0,1.0,4
1,10000,600,Super Area,Bangalore,Semi-Furnished,1,600.0,1.0,2
1,8000,600,Super Area,Bangalore,Unfurnished,1,600.0,1.0,2
1,6000,600,Super Area,Bangalore,Unfurnished,1,600.0,1.0,2
3,25000,2000,Super Area,Bangalore,Semi-Furnished,3,666.6666666666666,1.0,6
2,13000,1000,Super Area,Bangalore,Unfurnished,2,500.0,1.0,4
1,5000,150,Super Area,Bangalore,Unfurnished,1,150.0,1.0,2
1,7500,500,Super Area,Bangalore,Semi-Furnished,1,500.0,1.0,2
1,13900,600,Carpet Area,Bangalore,Semi-Furnished,1,600.0,1.0,2
2,15000,1100,Carpet Area,Bangalore,Furnished,2,550.0,1.0,4
3,30000,1500,Carpet Area,Bangalore,Semi-Furnished,3,500.0,1.0,6
1,7700,600,Carpet Area,Bangalore,Semi-Furnished,1,600.0,1.0,2
2,17000,1100,Super Area,Bangalore,Semi-Furnished,2,550.0,1.0,4
3,39000,1550,Carpet Area,Bangalore,Semi-Furnished,3,516.6666666666666,1.0,6
2,18000,1050,Carpet Area,Bangalore,Semi-Furnished,2,525.0,1.0,4
1,15000,500,Super Area,Bangalore,Semi-Furnished,1,500.0,1.0,2
2,28000,1500,Super Area,Bangalore,Semi-Furnished,2,750.0,1.0,4
2,17500,1150,Carpet Area,Bangalore,Semi-Furnished,2,575.0,1.0,4
1,9000,500,Super Area,Bangalore,Semi-Furnished,1,500.0,1.0,2
3,20000,1465,Super Area,Bangalore,Semi-Furnished,3,488.3333333333333,1.0,6
2,12000,940,Carpet Area,Bangalore,Semi-Furnished,2,470.0,1.0,4
2,24000,990,Carpet Area,Bangalore,Furnished,2,495.0,1.0,4
2,12000,750,Super Area,Bangalore,Semi-Furnished,2,375.0,1.0,4
1,10000,500,Super Area,Bangalore,Semi-Furnished,1,500.0,1.0,2
1,9000,600,Carpet Area,Bangalore,Semi-Furnished,1,600.0,1.0,2
2,11000,1100,Super Area,Bangalore,Semi-Furnished,2,550.0,1.0,4
1,5500,600,Super Area,Bangalore,Semi-Furnished,1,600.0,1.0,2
2,18000,1000,Carpet Area,Bangalore,Semi-Furnished,2,500.0,1.0,4
2,42000,1150,Carpet Area,Bangalore,Furnished,2,575.0,1.0,4
2,18000,1250,Super Area,Bangalore,Semi-Furnished,2,625.0,1.0,4
2,15000,1000,Super Area,Bangalore,Semi-Furnished,2,500.0,1.0,4
1,6000,500,Super Area,Bangalore,Semi-Furnished,1,500.0,1.0,2
3,30000,2000,Super Area,Bangalore,Semi-Furnished,3,666.6666666666666,1.0,6
2,12000,850,Super Area,Bangalore,Semi-Furnished,2,425.0,1.0,4
2,10000,990,Carpet Area,Bangalore,Semi-Furnished,2,495.0,1.0,4
2,16000,1000,Super Area,Bangalore,Semi-Furnished,2,500.0,1.0,4
2,9500,650,Super Area,Bangalore,Semi-Furnished,2,325.0,1.0,4
1,6500,400,Carpet Area,Bangalore,Semi-Furnished,1,400.0,1.0,2
2,13500,1000,Carpet Area,Bangalore,Semi-Furnished,2,500.0,1.0,4
2,25000,1350,Super Area,Bangalore,Semi-Furnished,2,675.0,1.0,4
2,9500,600,Super Area,Bangalore,Semi-Furnished,2,300.0,1.0,4
2,24000,777,Carpet Area,Bangalore,Semi-Furnished,2,388.5,1.0,4
3,34000,1500,Carpet Area,Bangalore,Semi-Furnished,3,500.0,1.0,6
2,12500,570,Super Area,Bangalore,Semi-Furnished,2,285.0,1.0,4
3,28000,1800,Carpet Area,Bangalore,Semi-Furnished,3,600.0,1.0,6
1,8000,400,Super Area,Bangalore,Unfurnished,1,400.0,1.0,2
1,7500,750,Carpet Area,Bangalore,Semi-Furnished,1,750.0,1.0,2
2,34000,1400,Carpet Area,Bangalore,Furnished,2,700.0,1.0,4
3,32000,1789,Super Area,Bangalore,Semi-Furnished,3,596.3333333333334,1.0,6
2,16000,1200,Super Area,Bangalore,Semi-Furnished,2,600.0,1.0,4
1,7500,460,Super Area,Bangalore,Semi-Furnished,1,460.0,1.0,2
2,19500,1080,Carpet Area,Bangalore,Semi-Furnished,2,540.0,1.0,4
2,16500,1100,Super Area,Bangalore,Semi-Furnished,2,550.0,1.0,4
2,14500,1025,Super Area,Bangalore,Unfurnished,2,512.5,1.0,4
2,16000,650,Carpet Area,Bangalore,Unfurnished,2,325.0,1.0,4
2,21000,1100,Carpet Area,Bangalore,Furnished,2,550.0,1.0,4
3,30000,1300,Carpet Area,Bangalore,Semi-Furnished,3,433.3333333333333,1.0,6
3,65000,2000,Super Area,Bangalore,Semi-Furnished,3,666.6666666666666,1.0,6
2,10000,600,Super Area,Bangalore,Semi-Furnished,2,300.0,1.0,4
2,12000,630,Super Area,Bangalore,Furnished,2,315.0,1.0,4
2,9000,550,Super Area,Bangalore,Unfurnished,2,275.0,1.0,4
2,22000,1025,Super Area,Bangalore,Semi-Furnished,2,512.5,1.0,4
1,10000,500,Carpet Area,Bangalore,Semi-Furnished,1,500.0,1.0,2
3,48000,1286,Carpet Area,Bangalore,Semi-Furnished,3,428.6666666666667,1.0,6
1,11000,800,Super Area,Bangalore,Semi-Furnished,1,800.0,1.0,2
2,11000,900,Super Area,Bangalore,Semi-Furnished,2,450.0,1.0,4
3,40000,1618,Super Area,Bangalore,Semi-Furnished,3,539.3333333333334,1.0,6
1,10000,500,Super Area,Bangalore,Semi-Furnished,1,500.0,1.0,2
1,6500,450,Carpet Area,Bangalore,Semi-Furnished,1,450.0,1.0,2
2,18000,850,Super Area,Bangalore,Semi-Furnished,2,425.0,1.0,4
3,28000,1600,Super Area,Bangalore,Semi-Furnished,3,533.3333333333334,1.0,6
1,6200,400,Super Area,Bangalore,Semi-Furnished,1,400.0,1.0,2
3,50000,1580,Carpet Area,Bangalore,Unfurnished,3,526.6666666666666,1.0,6
1,16000,550,Carpet Area,Bangalore,Semi-Furnished,1,550.0,1.0,2
1,11000,450,Carpet Area,Bangalore,Semi-Furnished,1,450.0,1.0,2
1,9000,400,Super Area,Bangalore,Semi-Furnished,1,400.0,1.0,2
1,6000,650,Super Area,Bangalore,Semi-Furnished,1,650.0,1.0,2
2,12000,700,Super Area,Bangalore,Semi-Furnished,2,350.0,1.0,4
2,16000,1333,Super Area,Bangalore,Unfurnished,2,666.5,1.0,4
1,9000,425,Carpet Area,Bangalore,Semi-Furnished,1,425.0,1.0,2
1,8000,300,Super Area,Bangalore,Unfurnished,1,300.0,1.0,2
2,13500,650,Carpet Area,Bangalore,Unfurnished,2,325.0,1.0,4
2,14000,800,Super Area,Bangalore,Semi-Furnished,2,400.0,1.0,4
2,14000,1200,Carpet Area,Bangalore,Semi-Furnished,2,600.0,1.0,4
1,4700,500,Super Area,Bangalore,Unfurnished,1,500.0,1.0,2
2,17000,1000,Super Area,Bangalore,Semi-Furnished,2,500.0,1.0,4
2,11000,600,Super Area,Bangalore,Semi-Furnished,2,300.0,1.0,4
1,12000,600,Super Area,Bangalore,Semi-Furnished,1,600.0,1.0,2
2,12000,1000,Super Area,Bangalore,Semi-Furnished,2,500.0,1.0,4
1,6000,350,Super Area,Bangalore,Unfurnished,1,350.0,1.0,2
2,18500,900,Super Area,Bangalore,Unfurnished,2,450.0,1.0,4
1,4750,200,Carpet Area,Bangalore,Semi-Furnished,1,200.0,1.0,2
2,15000,700,Super Area,Bangalore,Semi-Furnished,2,350.0,1.0,4
2,17600,1000,Carpet Area,Bangalore,Semi-Furnished,2,500.0,1.0,4
3,35000,1700,Carpet Area,Bangalore,Semi-Furnished,3,566.6666666666666,1.0,6
1,7000,650,Super Area,Bangalore,Semi-Furnished,1,650.0,1.0,2
3,30000,1750,Super Area,Bangalore,Semi-Furnished,3,583.3333333333334,1.0,6
2,18000,1065,Carpet Area,Bangalore,Semi-Furnished,2,532.5,1.0,4
1,6000,500,Super Area,Bangalore,Unfurnished,1,500.0,1.0,2
1,15000,600,Carpet Area,Bangalore,Semi-Furnished,1,600.0,1.0,2
2,14000,500,Super Area,Bangalore,Semi-Furnished,2,250.0,1.0,4
1,7000,600,Super Area,Bangalore,Unfurnished,1,600.0,1.0,2
3,60000,1710,Carpet Area,Bangalore,Unfurnished,3,570.0,1.0,6
1,6000,600,Super Area,Bangalore,Unfurnished,1,600.0,1.0,2
2,15000,920,Super Area,Bangalore,Semi-Furnished,2,460.0,1.0,4
1,8200,750,Super Area,Bangalore,Semi-Furnished,1,750.0,1.0,2
1,8500,300,Super Area,Bangalore,Semi-Furnished,1,300.0,1.0,2
1,8000,400,Super Area,Bangalore,Semi-Furnished,1,400.0,1.0,2
1,11500,300,Carpet Area,Bangalore,Unfurnished,1,300.0,1.0,2
3,22000,1200,Carpet Area,Bangalore,Semi-Furnished,3,400.0,1.0,6
1,6500,300,Super Area,Bangalore,Semi-Furnished,1,300.0,1.0,2
1,6500,700,Super Area,Bangalore,Unfurnished,1,700.0,1.0,2
1,24000,700,Carpet Area,Bangalore,Furnished,1,700.0,1.0,2
1,15000,455,Carpet Area,Bangalore,Semi-Furnished,1,455.0,1.0,2
2,18000,1000,Carpet Area,Bangalore,Semi-Furnished,2,500.0,1.0,4
1,8500,600,Super Area,Bangalore,Semi-Furnished,1,600.0,1.0,2
1,4000,250,Super Area,Bangalore,Unfurnished,1,250.0,1.0,2
1,5000,400,Super Area,Bangalore,Unfurnished,1,400.0,1.0,2
2,22000,1200,Carpet Area,Bangalore,Semi-Furnished,2,600.0,1.0,4
1,12000,500,Carpet Area,Bangalore,Semi-Furnished,1,500.0,1.0,2
1,9000,350,Super Area,Bangalore,Unfurnished,1,350.0,1.0,2
2,7500,1100,Super Area,Bangalore,Semi-Furnished,2,550.0,1.0,4
2,12000,1200,Super Area,Bangalore,Unfurnished,2,600.0,1.0,4
1,12000,600,Super Area,Bangalore,Unfurnished,1,600.0,1.0,2
2,10000,925,Super Area,Bangalore,Unfurnished,2,462.5,1.0,4
3,35000,1500,Carpet Area,Bangalore,Semi-Furnished,3,500.0,1.0,6
2,12000,600,Super Area,Bangalore,Unfurnished,2,300.0,1.0,4
1,14000,435,Carpet Area,Bangalore,Semi-Furnished,1,435.0,1.0,2
1,8000,650,Carpet Area,Bangalore,Semi-Furnished,1,650.0,1.0,2
2,11000,700,Carpet Area,Bangalore,Semi-Furnished,2,350.0,1.0,4
2,20000,890,Carpet Area,Bangalore,Semi-Furnished,2,445.0,1.0,4
1,12500,600,Super Area,Bangalore,Furnished,1,600.0,1.0,2
2,35000,1250,Carpet Area,Bangalore,Semi-Furnished,2,625.0,1.0,4
1,14000,440,Carpet Area,Bangalore,Semi-Furnished,1,440.0,1.0,2
2,22000,1150,Carpet Area,Bangalore,Semi-Furnished,2,575.0,1.0,4
1,7000,450,Super Area,Bangalore,Semi-Furnished,1,450.0,1.0,2
2,16000,1150,Super Area,Bangalore,Furnished,2,575.0,1.0,4
2,20000,980,Carpet Area,Bangalore,Semi-Furnished,2,490.0,1.0,4
3,60000,1850,Carpet Area,Bangalore,Furnished,3,616.6666666666666,1.0,6
2,5000,625,Carpet Area,Bangalore,Semi-Furnished,2,312.5,1.0,4
1,8500,700,Super Area,Bangalore,Semi-Furnished,1,700.0,1.0,2
2,11000,800,Super Area,Bangalore,Unfurnished,2,400.0,1.0,4
2,25000,1305,Super Area,Bangalore,Semi-Furnished,2,652.5,1.0,4
1,8500,600,Super Area,Bangalore,Semi-Furnished,1,600.0,1.0,2
2,12500,950,Super Area,Bangalore,Semi-Furnished,2,475.0,1.0,4
2,18000,1188,Super Area,Bangalore,Unfurnished,2,594.0,1.0,4
1,6000,500,Super Area,Bangalore,Unfurnished,1,500.0,1.0,2
2,9000,875,Super Area,Bangalore,Semi-Furnished,2,437.5,1.0,4
3,54000,2100,Carpet Area,Bangalore,Unfurnished,3,700.0,1.0,6
1,7000,600,Super Area,Bangalore,Semi-Furnished,1,600.0,1.0,2
2,28000,1150,Carpet Area,Bangalore,Semi-Furnished,2,575.0,1.0,4
3,55000,1788,Carpet Area,Bangalore,Semi-Furnished,3,596.0,1.0,6
2,19000,1250,Super Area,Bangalore,Semi-Furnished,2,625.0,1.0,4
1,11000,600,Carpet Area,Bangalore,Semi-Furnished,1,600.0,1.0,2
1,12000,550,Carpet Area,Bangalore,Semi-Furnished,1,550.0,1.0,2
2,18000,1100,Super Area,Bangalore,Semi-Furnished,2,550.0,1.0,4
2,30000,1100,Carpet Area,Bangalore,Semi-Furnished,2,550.0,1.0,4
2,10000,1100,Super Area,Bangalore,Semi-Furnished,2,550.0,1.0,4
1,6000,400,Super Area,Bangalore,Unfurnished,1,400.0,1.0,2
1,4500,300,Super Area,Bangalore,Semi-Furnished,1,300.0,1.0,2
1,8000,500,Super Area,Bangalore,Semi-Furnished,1,500.0,1.0,2
2,20000,1100,Carpet Area,Bangalore,Furnished,2,550.0,1.0,4
2,17500,1000,Carpet Area,Bangalore,Unfurnished,2,500.0,1.0,4
2,22000,850,Super Area,Bangalore,Semi-Furnished,2,425.0,1.0,4
2,17000,1020,Super Area,Bangalore,Semi-Furnished,2,510.0,1.0,4
2,22000,1250,Super Area,Bangalore,Unfurnished,2,625.0,1.0,4
3,24000,1400,Super Area,Bangalore,Semi-Furnished,3,466.6666666666667,1.0,6
1,12000,600,Super Area,Bangalore,Unfurnished,1,600.0,1.0,2
1,4500,200,Super Area,Bangalore,Unfurnished,1,200.0,1.0,2
1,5000,300,Super Area,Bangalore,Unfurnished,1,300.0,1.0,2
1,6000,400,Super Area,Bangalore,Furnished,1,400.0,1.0,2
1,11000,450,Super Area,Bangalore,Semi-Furnished,1,450.0,1.0,2
2,20000,1180,Super Area,Bangalore,Semi-Furnished,2,590.0,1.0,4
3,35000,1460,Carpet Area,Bangalore,Unfurnished,3,486.6666666666667,1.0,6
3,24000,1464,Carpet Area,Bangalore,Semi-Furnished,3,488.0,1.0,6
2,10000,700,Carpet Area,Bangalore,Semi-Furnished,2,350.0,1.0,4
2,16000,680,Carpet Area,Bangalore,Semi-Furnished,2,340.0,1.0,4
3,16000,1200,Carpet Area,Bangalore,Unfurnished,3,400.0,1.0,6
1,8000,500,Super Area,Bangalore,Furnished,1,500.0,1.0,2
2,11000,1200,Super Area,Bangalore,Unfurnished,2,600.0,1.0,4
1,8000,750,Super Area,Bangalore,Unfurnished,1,750.0,1.0,2
2,30000,1000,Carpet Area,Bangalore,Unfurnished,2,500.0,1.0,4
2,14000,800,Super Area,Delhi,Semi-Furnished,2,400.0,1.0,4
1,20000,200,Super Area,Delhi,Furnished,1,200.0,1.0,2
1,9500,400,Carpet Area,Delhi,Unfurnished,1,400.0,1.0,2
3,14000,600,Carpet Area,Delhi,Unfurnished,3,200.0,1.0,6
3,65000,1550,Carpet Area,Delhi,Semi-Furnished,3,516.6666666666666,1.0,6
2,18500,650,Carpet Area,Delhi,Unfurnished,2,325.0,1.0,4
2,40000,850,Carpet Area,Delhi,Unfurnished,2,425.0,1.0,4
1,3500,180,Super Area,Delhi,Unfurnished,1,180.0,1.0,2
1,9000,450,Carpet Area,Delhi,Semi-Furnished,1,450.0,1.0,2
1,22000,720,Carpet Area,Delhi,Unfurnished,1,720.0,1.0,2
1,20000,250,Carpet Area,Delhi,Semi-Furnished,1,250.0,1.0,2
2,11000,550,Carpet Area,Delhi,Unfurnished,2,275.0,1.0,4
2,16000,100,Super Area,Delhi,Unfurnished,2,50.0,1.0,4
1,16000,400,Carpet Area,Delhi,Furnished,1,400.0,1.0,2
2,12000,750,Carpet Area,Delhi,Semi-Furnished,2,375.0,1.0,4
1,8000,400,Carpet Area,Delhi,Semi-Furnished,1,400.0,1.0,2
1,14900,450,Carpet Area,Delhi,Furnished,1,450.0,1.0,2
2,15000,850,Carpet Area,Delhi,Unfurnished,2,425.0,1.0,4
2,40000,750,Carpet Area,Delhi,Unfurnished,2,375.0,1.0,4
1,9000,500,Carpet Area,Delhi,Semi-Furnished,1,500.0,1.0,2
1,7000,350,Carpet Area,Delhi,Semi-Furnished,1,350.0,1.0,2
1,20000,75,Carpet Area,Delhi,Unfurnished,1,75.0,1.0,2
2,9000,445,Carpet Area,Delhi,Unfurnished,2,222.5,1.0,4
3,50000,1670,Super Area,Delhi,Semi-Furnished,3,556.6666666666666,1.0,6
1,13000,550,Carpet Area,Delhi,Semi-Furnished,1,550.0,1.0,2
1,12000,350,Carpet Area,Delhi,Semi-Furnished,1,350.0,1.0,2
2,16000,650,Carpet Area,Delhi,Semi-Furnished,2,325.0,1.0,4
2,29000,100,Carpet Area,Delhi,Semi-Furnished,2,50.0,1.0,4
2,18000,600,Carpet Area,Delhi,Unfurnished,2,300.0,1.0,4
1,11500,450,Carpet Area,Delhi,Semi-Furnished,1,450.0,1.0,2
2,15500,600,Carpet Area,Delhi,Unfurnished,2,300.0,1.0,4
2,20000,800,Super Area,Delhi,Semi-Furnished,2,400.0,1.0,4
2,38000,150,Carpet Area,Delhi,Unfurnished,2,75.0,1.0,4
2,16000,650,Carpet Area,Delhi,Unfurnished,2,325.0,1.0,4
3,50000,1250,Carpet Area,Delhi,Semi-Furnished,3,416.6666666666667,1.0,6
1,10000,450,Super Area,Delhi,Unfurnished,1,450.0,1.0,2
2,25000,100,Carpet Area,Delhi,Unfurnished,2,50.0,1.0,4
1,30000,650,Super Area,Delhi,Furnished,1,650.0,1.0,2
2,16500,550,Carpet Area,Delhi,Semi-Furnished,2,275.0,1.0,4
1,4500,240,Super Area,Delhi,Unfurnished,1,240.0,1.0,2
2,30000,700,Carpet Area,Delhi,Semi-Furnished,2,350.0,1.0,4
2,23000,100,Super Area,Delhi,Unfurnished,2,50.0,1.0,4
1,5500,50,Carpet Area,Delhi,Unfurnished,1,50.0,1.0,2
3,35000,1300,Carpet Area,Delhi,Semi-Furnished,3,433.3333333333333,1.0,6
2,9000,145,Super Area,Delhi,Unfurnished,2,72.5,1.0,4
1,12000,450,Super Area,Delhi,Semi-Furnished,1,450.0,1.0,2
2,20500,900,Super Area,Delhi,Semi-Furnished,2,450.0,1.0,4
2,5500,380,Super Area,Delhi,Unfurnished,2,190.0,1.0,4
1,13000,550,Carpet Area,Delhi,Semi-Furnished,1,550.0,1.0,2
1,5000,180,Super Area,Delhi,Semi-Furnished,1,180.0,1.0,2
1,12500,250,Super Area,Delhi,Furnished,1,250.0,1.0,2
1,6000,400,Carpet Area,Delhi,Unfurnished,1,400.0,1.0,2
2,15500,900,Carpet Area,Delhi,Semi-Furnished,2,450.0,1.0,4
1,13000,400,Carpet Area,Delhi,Semi-Furnished,1,400.0,1.0,2
1,12000,520,Carpet Area,Delhi,Semi-Furnished,1,520.0,1.0,2
1,13000,350,Super Area,Delhi,Furnished,1,350.0,1.0,2
2,11000,600,Carpet Area,Delhi,Semi-Furnished,2,300.0,1.0,4
1,20000,450,Carpet Area,Delhi,Semi-Furnished,1,450.0,1.0,2
2,25000,850,Carpet Area,Delhi,Semi-Furnished,2,425.0,1.0,4
1,8000,200,Carpet Area,Delhi,Unfurnished,1,200.0,1.0,2
3,36000,1500,Carpet Area,Delhi,Semi-Furnished,3,500.0,1.0,6
2,12000,700,Super Area,Delhi,Unfurnished,2,350.0,1.0,4
1,8500,530,Super Area,Delhi,Unfurnished,1,530.0,1.0,2
1,9000,450,Super Area,Delhi,Unfurnished,1,450.0,1.0,2
2,45000,900,Super Area,Delhi,Furnished,2,450.0,1.0,4
2,27000,900,Carpet Area,Delhi,Furnished,2,450.0,1.0,4
2,14000,120,Super Area,Delhi,Semi-Furnished,2,60.0,1.0,4
2,14000,600,Carpet Area,Delhi,Unfurnished,2,300.0,1.0,4
2,14000,615,Carpet Area,Delhi,Unfurnished,2,307.5,1.0,4
1,7500,225,Carpet Area,Delhi,Semi-Furnished,1,225.0,1.0,2
1,10000,800,Carpet Area,Delhi,Unfurnished,1,800.0,1.0,2
1,7000,400,Carpet Area,Delhi,Semi-Furnished,1,400.0,1.0,2
1,12500,200,Super Area,Delhi,Furnished,1,200.0,1.0,2
2,35000,900,Super Area,Delhi,Unfurnished,2,450.0,1.0,4
2,52000,1125,Super Area,Delhi,Furnished,2,562.5,1.0,4
2,32000,1100,Carpet Area,Delhi,Unfurnished,2,550.0,1.0,4
1,11500,400,Carpet Area,Delhi,Unfurnished,1,400.0,1.0,2
3,45000,713,Carpet Area,Delhi,Furnished,3,237.66666666666666,1.0,6
2,20000,1000,Carpet Area,Delhi,Semi-Furnished,2,500.0,1.0,4
1,7000,54,Super Area,Delhi,Semi-Furnished,1,54.0,1.0,2
1,15000,200,Super Area,Delhi,Furnished,1,200.0,1.0,2
2,22000,800,Super Area,Delhi,Furnished,2,400.0,1.0,4
2,32000,1000,Super Area,Delhi,Unfurnished,2,500.0,1.0,4
2,20000,500,Carpet Area,Delhi,Semi-Furnished,2,250.0,1.0,4
1,35000,300,Super Area,Delhi,Semi-Furnished,1,300.0,1.0,2
2,35000,900,Carpet Area,Delhi,Unfurnished,2,450.0,1.0,4
3,65000,240,Carpet Area,Delhi,Unfurnished,3,80.0,1.0,6
2,15000,650,Carpet Area,Delhi,Semi-Furnished,2,325.0,1.0,4
1,8000,500,Super Area,Delhi,Semi-Furnished,1,500.0,1.0,2
1,11000,500,Super Area,Delhi,Semi-Furnished,1,500.0,1.0,2
2,12000,450,Super Area,Delhi,Semi-Furnished,2,225.0,1.0,4
1,20000,400,Carpet Area,Delhi,Furnished,1,400.0,1.0,2
1,15000,400,Carpet Area,Delhi,Semi-Furnished,1,400.0,1.0,2
2,28500,900,Carpet Area,Delhi,Semi-Furnished,2,450.0,1.0,4
